id,bin_0,bin_1,bin_2,bin_3,bin_4,nom_0,nom_1,nom_2,nom_3,nom_4,nom_5,nom_6,nom_7,nom_8,nom_9,ord_0,ord_1,ord_2,ord_3,ord_4,ord_5,day,month,target
143,1,1,0,F,Y,Red,Polygon,Cat,Canada,Piano,5a466e166,e0664a4d3,415af688c,0be3d6175,d7f5f79d5,2,Grandmaster,Freezing,i,E,Vf,4,12,0
144,0,0,1,F,Y,Blue,Square,Cat,Russia,Bassoon,e7d9ca356,aed51f2c9,e284f6804,1e0d7f004,8409caa2b,1,Novice,Lava Hot,i,S,KZ,3,4,0
145,0,0,0,T,N,Blue,Circle,Axolotl,Costa Rica,Oboe,f7821e391,02d689659,bb4e2bb0f,f1ed0bc45,070a2aa28,1,Grandmaster,Boiling Hot,k,S,cp,2,2,1
146,0,0,0,T,N,Green,Square,Cat,India,Oboe,d372c8993,5194690a0,1cd2547ac,e2b580e70,0ccac7ef7,3,Novice,Freezing,i,Z,PZ,2,2,1
147,1,0,0,T,N,Blue,Polygon,Cat,Finland,Oboe,fd04a970f,7d8bc814a,bb5a78030,c9180665d,029d3d7c6,2,Novice,Freezing,b,R,aO,4,7,1
148,0,0,0,F,Y,Blue,Polygon,Cat,Russia,Bassoon,b0faff28f,cefab1020,3482f1d44,3025495cf,32428ce3c,1,Master,Freezing,i,J,PQ,1,11,0
149,1,1,0,F,N,Green,Square,Cat,Costa Rica,Oboe,416a8f3ab,70a942fc1,3066a4c4f,63572f4db,1bf37240f,1,Grandmaster,Freezing,h,U,qv,4,3,1
150,0,1,1,F,N,Blue,Circle,Dog,China,Theremin,e5b29c42b,e3396fbd5,f068c45b3,0c4a1890e,a4fade98a,2,Novice,Lava Hot,e,Z,su,4,9,0
151,0,0,1,F,N,Blue,Trapezoid,Axolotl,Canada,Oboe,b97f51ac4,2cd425e1f,3a114adea,5c6a74efd,4a75ee299,1,Novice,Boiling Hot,i,J,jp,3,11,1
152,0,0,1,T,Y,Green,Trapezoid,Lion,Russia,Bassoon,778fdbe56,63d0e6105,e284f6804,8c46d93f3,49d9b1fa8,1,Contributor,Cold,k,S,Jc,7,2,0
153,0,0,1,F,N,Red,Trapezoid,Snake,Finland,Piano,f0c1ceee4,e77244b50,bbaf3de19,c2d7fbae0,51489f58c,3,Grandmaster,Freezing,a,E,Zq,1,3,0
154,0,0,0,F,N,Blue,Square,Snake,Russia,Theremin,b7bb45938,839a6bcdb,4a0ff1117,5127124be,ef68b5367,1,Expert,Boiling Hot,l,T,rZ,2,3,1
155,0,0,0,F,N,Red,Circle,Cat,Russia,Bassoon,8266050c6,18a901239,2092f3420,c3f6d6a89,544df2857,1,Contributor,Lava Hot,e,B,Qo,3,2,0
156,0,1,0,F,Y,Red,Trapezoid,Hamster,Russia,Oboe,b7bb45938,fc613f31d,68f6ad3e9,0767e6fee,3aecf5f0b,1,Contributor,Boiling Hot,j,T,DN,3,8,0
157,0,0,1,T,Y,Red,Triangle,Snake,Russia,Oboe,6f70dc2df,c023e914a,027b6d692,66413f5c4,460999a3b,1,Novice,Freezing,f,I,aP,1,1,0
158,0,0,0,F,Y,Green,Polygon,Cat,Russia,Oboe,3585ff84b,ea7a1aaf6,4b9f6c617,f15e34799,a9e87d557,2,Grandmaster,Hot,l,Z,TZ,7,2,1
159,0,1,0,T,Y,Green,Polygon,Snake,China,Piano,84b0081ad,0e2f036b5,36d85d658,6adf330a1,c7d528871,1,Grandmaster,Freezing,f,V,rp,4,10,0
160,0,0,1,T,N,Blue,Circle,Dog,Finland,Theremin,30a530eab,a26bedd00,9662106a7,14d9f495f,7e0262237,1,Contributor,Cold,o,G,ke,2,2,0
161,0,0,0,F,N,Blue,Trapezoid,Lion,Russia,Oboe,4464569ee,ae67aec36,d2a21ad4e,f3b896901,f1f881e1c,2,Grandmaster,Cold,g,G,aO,7,1,0
162,0,0,0,T,Y,Green,Polygon,Cat,Canada,Oboe,9ba4e87a7,f14fe8bc5,fb41d6f9d,3d7700f42,8cb359c68,1,Expert,Lava Hot,a,T,cG,2,10,0
163,0,0,1,F,Y,Green,Square,Snake,Canada,Oboe,e85ec20b5,642fcc7be,68edef966,e33c9683a,ba0bd4602,1,Novice,Hot,g,B,rZ,3,2,1
164,1,1,0,T,Y,Blue,Square,Cat,China,Bassoon,91ea3e4dd,fc88900c4,bf899de6f,d01423561,901cfcc6c,1,Novice,Lava Hot,h,Z,tP,1,2,1
165,0,1,1,F,N,Blue,Square,Cat,Finland,Piano,30a15b6bd,fbbdfc611,bd9e34dc3,e9f3f8733,6cbec026d,2,Grandmaster,Lava Hot,d,L,ud,4,4,0
166,0,1,1,T,N,Red,Polygon,Dog,Canada,Oboe,f7821e391,e0664a4d3,0d07ef795,0ec45f250,276367107,3,Expert,Boiling Hot,h,P,PA,3,8,1
167,0,0,0,T,N,Green,Trapezoid,Cat,Finland,Theremin,f7821e391,8fb440e53,fb41d6f9d,4b1543a82,1df628517,1,Novice,Boiling Hot,i,S,od,7,7,0
168,0,0,1,T,Y,Green,Square,Snake,Costa Rica,Oboe,159a7306f,2d9852300,45818230a,8030601ca,79026b66a,1,Master,Lava Hot,c,G,tv,7,2,1
169,0,0,0,F,Y,Red,Star,Dog,Canada,Oboe,e6f45aa26,71c68195d,b7ae7dc82,6b972b4e6,fc9058a05,1,Contributor,Cold,g,L,aM,2,8,0
170,0,1,0,T,Y,Blue,Square,Dog,Costa Rica,Piano,488406659,718fd9453,45fd460a6,c09a0e552,72c4b707d,1,Novice,Freezing,l,P,xy,2,11,1
171,0,1,0,F,N,Blue,Trapezoid,Dog,China,Bassoon,321bf770e,c73e4dfe1,81fb45795,12f99703b,28abc0433,1,Grandmaster,Hot,l,E,lx,1,2,1
172,0,0,1,F,N,Blue,Trapezoid,Axolotl,Russia,Piano,bdb9fef4a,20dc501c6,333b05914,1a4009324,49bb20e0d,1,Grandmaster,Lava Hot,g,T,Eg,2,2,1
173,0,0,0,F,N,Blue,Trapezoid,Hamster,China,Oboe,1e6cb96e8,89e65bb86,acedff31e,d1cc480eb,3389ec8c8,3,Novice,Lava Hot,l,I,To,1,12,1
174,0,0,0,T,N,Green,Polygon,Axolotl,Finland,Oboe,159a7306f,21e2c2d57,c4465b0df,c946d9ec7,3bdc7d50d,1,Novice,Boiling Hot,e,F,Qb,1,10,0
175,0,0,0,F,Y,Blue,Trapezoid,Snake,Russia,Oboe,be4578201,017eb57f0,d79621729,eb9a2b2d7,ce6539136,3,Grandmaster,Freezing,a,U,qv,5,12,1
176,0,0,1,T,N,Green,Polygon,Cat,India,Bassoon,4845cc770,dee9cf5e9,59de9c26a,0a18dc483,09ced9939,1,Grandmaster,Boiling Hot,k,S,qv,3,2,1
177,1,0,0,F,Y,Blue,Circle,Lion,Canada,Oboe,f9d17bb93,fac5eff9e,f14ea9b76,9ca6eb700,abd88224b,2,Master,Freezing,b,K,uy,1,7,0
178,0,1,1,T,Y,Blue,Polygon,Snake,Canada,Theremin,40e0157b1,9abb2ac1a,8ed1c6155,37f5af3c4,b1c9e4047,1,Contributor,Boiling Hot,f,T,MV,4,10,0
179,0,0,0,T,N,Red,Triangle,Axolotl,Russia,Theremin,5a94fc1d9,ec416c384,70363b2e8,6a9a988ae,44078254c,3,Grandmaster,Warm,e,Q,nX,3,1,1
180,0,0,0,T,N,Red,Triangle,Hamster,Russia,Piano,30a15b6bd,0d50f61fd,09b286318,c028d33aa,f540d9987,1,Grandmaster,Lava Hot,k,G,ZS,3,9,1
181,0,0,1,F,Y,Blue,Star,Lion,Finland,Piano,e9f44a509,36282e811,47780f68a,678bfb662,43c7347c2,3,Grandmaster,Warm,i,Z,vy,1,4,0
182,0,0,0,T,Y,Red,Triangle,Lion,India,Bassoon,e7d9ca356,113deddc9,765a78e3e,558203f08,70c857a60,1,Novice,Freezing,i,J,ke,2,4,0
183,0,1,0,F,N,Red,Star,Lion,Finland,Oboe,8266050c6,df184daf2,384a8e15d,f7be66f88,e6192b4d7,1,Novice,Boiling Hot,j,S,Kq,2,3,0
184,1,0,1,T,Y,Blue,Circle,Lion,India,Piano,493de6347,3b9693870,31de4f0dc,f8984e6eb,ae7f7036e,2,Contributor,Boiling Hot,l,F,on,3,7,1
185,0,0,1,F,Y,Blue,Circle,Snake,Russia,Oboe,30a15b6bd,839a6bcdb,f1bd2fbf3,5f9ac896d,e8a18c72d,1,Contributor,Boiling Hot,e,Y,Bn,3,2,1
186,0,0,0,F,Y,Green,Star,Cat,China,Theremin,5b0f5acd5,d43e63dc9,1740266ee,b7f127f12,4b6f8e855,1,Novice,Freezing,d,A,ZR,4,4,0
187,0,0,1,F,N,Blue,Polygon,Cat,Finland,Theremin,f8faea16f,d166613dc,6e0e3ec45,2d9718918,aa7f29b41,2,Expert,Freezing,l,P,AP,2,1,0
188,0,1,0,T,N,Green,Trapezoid,Lion,India,Piano,0eb46e992,8bd314488,23cd7a725,d87e62538,b6fe1220d,1,Grandmaster,Lava Hot,j,G,GJ,3,8,0
189,0,0,0,T,N,Red,Circle,Lion,Russia,Bassoon,bd40c81f3,1abac47d0,85360f187,6196dcb02,2126a5dda,3,Expert,Lava Hot,j,K,ex,2,1,1
190,0,0,0,T,Y,Blue,Star,Axolotl,Russia,Oboe,dc07effb0,2df6f79a2,9fce91b1e,3320ed3a6,b9fb74f65,3,Grandmaster,Cold,e,A,Wv,5,10,0
191,0,1,1,F,Y,Red,Square,Hamster,Canada,Oboe,dbc448931,fe0cddc2c,a2ff76df0,68fce9db2,cea091b6a,2,Novice,Freezing,j,P,CL,4,12,0
192,0,1,0,T,Y,Red,Circle,Cat,Costa Rica,Bassoon,63f642dd9,5c4ee13e3,6c0aa2fd9,3cdbb21be,d3200932c,1,Novice,Cold,g,Y,CZ,1,10,0
193,1,1,0,F,Y,Green,Polygon,Snake,Russia,Piano,b0c8dba76,f461f837c,59fe57a1b,068ae176d,f4283614e,1,Expert,Hot,c,A,Qo,3,3,0
194,0,1,0,T,Y,Blue,Trapezoid,Lion,Costa Rica,Oboe,1f1702d2f,24a1bea30,55c29cb32,6091ae118,d23a3846c,2,Grandmaster,Boiling Hot,k,T,PA,5,4,0
195,0,1,0,F,N,Blue,Trapezoid,Snake,Russia,Piano,5a466e166,498b2bdcb,6f3940b72,19bcc3b69,140493228,3,Grandmaster,Lava Hot,g,Z,ri,2,2,1
196,0,0,0,F,N,Green,Trapezoid,Hamster,Finland,Piano,71583d387,508ff88dc,66dd9dc34,db3352558,4ca31c9fe,2,Grandmaster,Freezing,e,L,oC,3,8,0
197,0,0,0,T,N,Red,Polygon,Cat,China,Piano,f50eb07ae,ebd664cd6,2fb072e38,c6312c571,2599425e9,2,Novice,Freezing,j,E,GJ,1,3,0
198,0,0,0,F,Y,Green,Trapezoid,Axolotl,Costa Rica,Theremin,66669a44f,180a3d6cb,e700486e7,7ea9334a0,c27e99de1,2,Grandmaster,Lava Hot,l,U,qw,2,2,1
199,0,0,0,F,Y,Blue,Trapezoid,Dog,Russia,Bassoon,72f8028dc,e2559b9ab,a56be00d1,463a9480c,6281ebd35,1,Expert,Freezing,f,P,dP,5,11,1
200,0,0,0,F,N,Red,Circle,Lion,Russia,Bassoon,0de4acd31,839a6bcdb,c9c278e4c,7b3d59ea8,5d49ea0b7,1,Novice,Boiling Hot,a,I,AP,7,12,0
201,0,1,1,F,N,Red,Triangle,Cat,Russia,Oboe,5a466e166,b628a222c,e0570ce05,950a1d8c0,f5ab485a8,1,Novice,Cold,h,B,Sc,7,3,0
202,0,0,0,T,N,Green,Triangle,Lion,Russia,Theremin,b7bb45938,cf8b12b4e,724d38d98,7df27c899,2c4b71fd6,3,Grandmaster,Boiling Hot,a,X,Er,7,1,1
203,0,0,0,F,Y,Red,Star,Snake,Russia,Oboe,4845cc770,9abb2ac1a,c7a066345,5e2b7ec61,51581df26,1,Novice,Freezing,a,D,Xh,3,8,0
204,0,1,0,F,Y,Blue,Polygon,Snake,Canada,Bassoon,c2843dc45,126a4f83d,1e141d08e,5e41b5542,5517aa6e8,3,Novice,Boiling Hot,h,X,Wv,2,3,0
205,0,1,0,T,N,Green,Square,Hamster,Canada,Bassoon,f9d17bb93,a406a5f12,6f3940b72,139b4f695,c2c560cd4,1,Master,Lava Hot,a,F,Eg,4,7,0
206,0,0,0,T,N,Blue,Triangle,Hamster,Russia,Piano,e7d9ca356,dc0536549,c7858e014,7641286a3,12b054aa2,1,Grandmaster,Lava Hot,i,A,FI,2,12,1
207,0,0,0,T,Y,Green,Trapezoid,Snake,China,Oboe,63f642dd9,2bdc0a5d0,c425897ff,8238d2c23,f45a95ca3,1,Grandmaster,Lava Hot,a,V,nh,3,9,0
208,0,1,1,T,Y,Red,Square,Axolotl,China,Piano,d1b1709e8,5cabda141,487b56d27,35f11fb6b,0bea11f8d,3,Novice,Cold,h,A,uy,2,8,0
209,1,0,0,F,Y,Green,Trapezoid,Dog,Canada,Oboe,778fdbe56,e0664a4d3,5897a17c6,d45643422,280f21d68,1,Expert,Cold,h,L,KR,1,5,0
210,1,1,1,T,N,Red,Triangle,Lion,Russia,Piano,e1558b071,b321e8ee3,ba636104c,e27ed45e9,2adbc74ae,3,Novice,Lava Hot,d,U,od,2,4,1
211,0,0,1,F,N,Blue,Square,Lion,Finland,Theremin,a5c276589,1abac47d0,968004140,6874814be,226f13e27,1,Novice,Lava Hot,i,S,Ye,2,3,0
212,0,0,1,T,Y,Blue,Trapezoid,Lion,India,Bassoon,2e7f4d636,df184daf2,31de4f0dc,bf65759ac,1ad346cfc,1,Master,Freezing,a,R,dB,2,12,1
213,0,0,1,F,Y,Blue,Square,Lion,Costa Rica,Oboe,0de4acd31,9218550d8,741721971,85a94c95a,bcb21cf46,1,Novice,Cold,l,S,Jt,2,3,0
214,0,0,1,F,N,Red,Square,Lion,Canada,Bassoon,6a2269152,29b650229,0ae0f174d,32987295f,5b2453cee,1,Novice,Lava Hot,h,I,su,3,1,0
215,0,0,0,F,Y,Red,Trapezoid,Lion,Canada,Oboe,5b1a9f841,f0c4b23ef,370b29add,bb103b1d8,6cb68a436,1,Master,Boiling Hot,k,G,tP,1,2,1
216,0,0,0,F,Y,Red,Triangle,Lion,Russia,Bassoon,924346656,29e27ff9d,5e43e6e8e,bc2b3468f,8690f9588,1,Novice,Lava Hot,f,P,BE,1,2,0
217,0,0,1,T,Y,Green,Trapezoid,Lion,Costa Rica,Piano,4e28ceffa,520806ce2,f4ae29b7d,e87251003,733c66b96,1,Novice,Boiling Hot,f,I,sD,2,10,0
218,0,0,0,T,Y,Red,Trapezoid,Cat,China,Bassoon,321bf770e,508ff88dc,a380cef14,2c906f303,13a69f18f,1,Master,Freezing,i,S,Xi,3,1,1
219,0,1,1,F,N,Green,Square,Snake,Finland,Piano,bd40c81f3,4f849ad2d,fdbaa2c22,3ebd2c505,bd863b61f,1,Expert,Freezing,o,B,sD,1,12,0
220,0,1,1,F,Y,Green,Star,Lion,Finland,Piano,dc07effb0,78500847e,6f86d86b7,1ef6c89ef,42ae959b2,1,Novice,Lava Hot,b,U,Ed,3,12,1
221,1,0,0,T,N,Blue,Trapezoid,Lion,Russia,Oboe,8d5d9f3db,1fe17a1fd,91cd074b1,6c61f47ce,a9704afbe,1,Expert,Boiling Hot,g,G,Bb,7,8,0
222,0,0,0,T,Y,Green,Trapezoid,Axolotl,Russia,Oboe,6cd0619e0,e550bcc1b,34b3a61c3,355dfde23,37c2b80b0,3,Grandmaster,Freezing,e,G,FI,2,3,0
223,0,0,1,F,Y,Red,Trapezoid,Cat,India,Bassoon,50f116bcf,34256b89f,9f6272571,17b88fbdb,6a223b1a0,1,Expert,Lava Hot,e,A,mc,3,2,1
224,0,1,0,F,Y,Red,Trapezoid,Lion,Canada,Piano,f8faea16f,309e105f1,352282217,60f23b85b,67b4698ac,1,Grandmaster,Freezing,i,I,hh,2,8,0
225,1,0,1,T,Y,Red,Trapezoid,Axolotl,Russia,Oboe,4e28ceffa,2f6efc190,1db7d5172,6055c51de,63bb5eb22,1,Grandmaster,Boiling Hot,o,A,hp,7,3,0
226,0,1,1,T,Y,Red,Circle,Hamster,Russia,Theremin,f9d17bb93,df91d98af,009a419af,4bbe95f85,6c03553f9,1,Novice,Freezing,l,R,aM,2,8,1
227,0,0,0,F,Y,Blue,Polygon,Dog,Costa Rica,Piano,475e79160,8bbe5580d,4f60079ba,5eb32eb38,d8f639673,1,Novice,Cold,l,I,lL,1,4,0
228,1,1,0,F,Y,Blue,Square,Lion,Costa Rica,Oboe,91a20b464,cf8b12b4e,3212ff699,df68e43f2,d626506f9,3,Novice,Boiling Hot,b,H,MC,1,1,0
229,0,0,0,T,N,Red,Trapezoid,Snake,China,Piano,5b1a9f841,55a24a71b,027b6d692,087606369,30d1d0cc5,1,Expert,Freezing,j,I,rZ,2,7,1
230,0,1,0,F,Y,Green,Polygon,Cat,India,Piano,f0c1ceee4,29a854620,759cf06d7,e479ccef0,55bed39d9,2,Master,Cold,f,O,rp,3,5,0
231,0,0,1,F,N,Green,Circle,Cat,Finland,Oboe,3263bdce5,3e41282ec,b0aeeaef9,ec329560c,c1ad140e0,1,Novice,Hot,i,Q,lx,5,5,1
232,0,1,0,T,Y,Red,Star,Lion,India,Bassoon,908a1b9c9,77ad092c1,d62ddb2cc,7c0228662,17fde4af8,1,Novice,Lava Hot,j,W,qo,1,9,1
233,0,1,0,T,Y,Red,Square,Cat,China,Bassoon,3685a0904,afebf0803,b09ebe1d6,905ab519b,a778015ec,1,Grandmaster,Freezing,g,K,qv,2,2,0
234,0,0,1,F,Y,Green,Trapezoid,Dog,Finland,Theremin,2ff007c26,508ff88dc,88ca34db7,141536e9f,3b8558f21,2,Contributor,Lava Hot,k,F,Eg,2,10,0
235,0,1,0,F,Y,Blue,Trapezoid,Snake,Costa Rica,Oboe,bdb9fef4a,c023e914a,516654c4e,6d2a862e0,a61a67f79,2,Novice,Lava Hot,f,V,mm,2,11,0
236,0,0,0,T,N,Blue,Polygon,Dog,Finland,Oboe,ee55b9d67,cf8b12b4e,f654b0e9b,6127dc462,4d7772740,1,Grandmaster,Freezing,g,G,cp,4,9,0
237,0,0,0,T,Y,Green,Square,Lion,Finland,Bassoon,83b38aa6b,dc0536549,594f72875,ad38d6c0d,825dd25d7,1,Grandmaster,Freezing,g,W,sD,2,8,1
238,0,0,1,T,N,Blue,Triangle,Dog,Finland,Theremin,f2d59cf51,edb3cf6c8,85360f187,99c9bebdf,2d610f52c,1,Novice,Boiling Hot,l,V,PQ,4,2,1
239,0,1,0,T,Y,Red,Trapezoid,Dog,Russia,Theremin,0de5598a9,4e6cc8696,7d4494d3b,e9d87009b,85e951af4,3,Grandmaster,Cold,a,U,tM,2,7,0
240,0,0,0,F,Y,Blue,Triangle,Lion,Russia,Piano,2e7f4d636,b5f4a755a,24de1f87d,bbbc9dc68,08f9fd483,1,Novice,Lava Hot,i,P,NV,2,9,0
241,0,0,0,T,Y,Blue,Polygon,Hamster,Canada,Oboe,472efea17,2eadb68c5,aa148acce,96eb028f0,c0c4d23f2,3,Contributor,Hot,g,Q,Bd,3,3,1
242,0,0,0,T,N,Blue,Trapezoid,Axolotl,Russia,Piano,3aabfa2fc,bb219c9ac,88ca34db7,a101b24c2,1db51b1a1,3,Contributor,Lava Hot,l,Q,ut,2,7,1
243,0,1,0,F,Y,Green,Trapezoid,Snake,Finland,Theremin,527ded12a,9b1c3c8b7,fd9dd89aa,289126ec7,9fab706ab,2,Contributor,Lava Hot,i,A,Jc,3,2,0
244,0,0,1,F,Y,Blue,Triangle,Lion,China,Oboe,527ded12a,20dc501c6,202a9d22a,abd59f78f,a58018e98,1,Master,Lava Hot,a,Z,qK,3,1,0
245,0,0,0,T,N,Red,Trapezoid,Lion,Costa Rica,Piano,115a252ba,1869e63b0,fca9f7eb7,a5d155d6c,132d01b99,1,Novice,Lava Hot,e,H,KR,7,2,0
246,0,0,0,T,Y,Red,Trapezoid,Hamster,Costa Rica,Bassoon,6fec43dd8,a9925d0e5,6684bc03d,27edab94e,52f354514,1,Novice,Lava Hot,e,N,Sc,1,9,0
247,0,1,0,F,Y,Red,Triangle,Dog,Canada,Theremin,6fec43dd8,fd9370b9e,b9b5e2958,2389ebd9c,8c2d294f6,1,Grandmaster,Warm,h,L,Xi,1,3,0
248,0,1,1,T,Y,Red,Polygon,Axolotl,Finland,Piano,3263bdce5,34256b89f,c75a7f5f8,1c142e92a,d05463242,1,Contributor,Freezing,g,U,CZ,2,12,0
249,0,0,0,F,Y,Green,Star,Axolotl,Russia,Theremin,eb69430d6,32b4b12b1,765a78e3e,46ae3059c,ed5f2bf65,1,Master,Freezing,i,R,qv,2,4,0
250,0,0,1,F,Y,Green,Star,Dog,Russia,Piano,b0faff28f,f497b97d7,d34f13683,ad9ef63f8,573026c9c,1,Grandmaster,Lava Hot,i,U,fO,1,8,0
251,1,0,0,F,Y,Blue,Trapezoid,Cat,China,Piano,39647c92a,ea64fbdeb,aad1364b6,b42c08fd7,7404124f7,1,Master,Lava Hot,k,Q,ih,5,12,1
252,0,0,0,F,Y,Green,Trapezoid,Snake,Russia,Bassoon,be5592604,fbbdfc611,e47776758,5b991c729,4f6e5ad4e,1,Grandmaster,Boiling Hot,l,Q,eQ,4,2,0
253,0,0,0,F,Y,Blue,Star,Lion,Canada,Piano,6cd0619e0,d44f7245a,d96e5093d,e27d4b326,5ddd26653,2,Expert,Lava Hot,g,V,CU,4,4,1
254,1,0,0,T,N,Blue,Square,Lion,Finland,Oboe,778fdbe56,40ac3fcd5,415af688c,fc8a592bb,b96c5e924,1,Contributor,Boiling Hot,i,I,IK,1,2,0
255,0,0,0,T,Y,Red,Star,Snake,China,Oboe,b7bb45938,bc82e0ba0,1726041fb,047da626d,8988250d8,2,Grandmaster,Freezing,i,Q,dQ,1,10,0
256,0,0,1,T,Y,Blue,Trapezoid,Axolotl,Canada,Bassoon,d1b1709e8,a028c07af,5b7119a76,b5dd3e5be,392467fdc,2,Novice,Cold,e,A,Dx,4,2,0
257,0,0,0,T,N,Green,Polygon,Lion,Finland,Theremin,05950689f,d9004c5c2,530f8ecc3,0e87f6993,5765166b4,1,Contributor,Boiling Hot,g,W,Ob,7,9,0
258,1,0,0,T,Y,Red,Trapezoid,Snake,Canada,Bassoon,c2843dc45,63d0e6105,5c1388f32,a9e540ca1,8fb3a3272,1,Contributor,Freezing,f,A,je,3,2,0
259,0,0,0,T,N,Blue,Trapezoid,Axolotl,Costa Rica,Theremin,5a466e166,4daee3baf,06398415b,d3bcd5e12,b7404c1e0,1,Novice,Lava Hot,h,E,Sc,3,11,0
260,0,0,0,T,N,Green,Trapezoid,Cat,Costa Rica,Theremin,3263bdce5,9a16c7c8f,bf4479f1c,e27ed45e9,15f472ad7,1,Novice,Freezing,j,Y,ut,5,4,0
261,0,1,0,T,Y,Green,Trapezoid,Snake,Russia,Oboe,d9becff68,9ceb19dd6,2bd9e23c6,76ba8e118,932ede7a3,1,Master,Boiling Hot,h,H,nX,4,11,0
262,0,0,1,F,Y,Green,Trapezoid,Lion,Russia,Theremin,b0faff28f,063f4307d,69c5ba518,4b96c35d7,557cc5d14,1,Novice,Cold,j,R,aM,1,11,1
263,1,0,1,T,Y,Red,Circle,Axolotl,Russia,Oboe,037bd73d8,85885b27e,1e141d08e,5807fe22a,3807016a0,3,Master,Freezing,i,Z,MC,2,7,1
264,0,0,0,T,N,Green,Trapezoid,Snake,Russia,Piano,568550f04,27828c378,352282217,71c01376f,34bc0b300,2,Contributor,Lava Hot,b,E,PZ,7,4,0
265,0,0,0,F,N,Red,Circle,Cat,Finland,Oboe,9ad6558d1,3bac0bd8e,d12022685,5f4046b89,51c006823,1,Grandmaster,Freezing,l,Q,Xi,3,3,0
266,0,1,0,F,N,Green,Trapezoid,Lion,China,Bassoon,81264f81f,7909ef46d,f16ff4894,940770e63,5f04125d3,2,Novice,Cold,f,F,sD,3,3,0
267,0,0,0,T,Y,Blue,Trapezoid,Dog,Russia,Piano,19db35594,8518cecf3,b3b7c8b11,a7d83e43a,164844815,1,Grandmaster,Freezing,g,Y,Ye,2,11,0
268,0,1,1,F,N,Blue,Polygon,Lion,Costa Rica,Theremin,005dd4ce3,5cbbea089,d62be8908,e27d4b326,ec99284d7,1,Novice,Boiling Hot,k,Q,Zq,3,2,0
269,0,0,0,T,Y,Red,Trapezoid,Dog,China,Oboe,f2d59cf51,baef8ee7b,d7d3d1589,ef666ab49,7a8459b81,2,Contributor,Warm,k,H,Wv,3,12,0
270,1,0,0,F,Y,Blue,Circle,Hamster,Russia,Piano,20b10a832,c103290d4,8c2d2f775,c9165c84a,ceeb57b7e,1,Expert,Freezing,a,Z,RP,2,1,0
271,1,0,0,F,N,Green,Circle,Lion,Canada,Bassoon,b97f51ac4,cae4fb7f2,cab0b4ca9,a142509f1,b9c218099,1,Novice,Freezing,i,E,YC,4,12,1
272,0,0,1,T,Y,Blue,Star,Lion,Finland,Oboe,0870880f6,5cbbea089,5b6f81645,c41696165,6129e3c81,1,Novice,Cold,a,V,Bn,2,3,0
273,1,0,0,T,Y,Blue,Polygon,Cat,China,Piano,ddac78300,70a942fc1,1710fcc5e,3d650bab5,c95dd88d7,1,Grandmaster,Hot,i,G,aM,1,9,1
274,0,0,1,F,Y,Green,Trapezoid,Snake,Canada,Piano,72f8028dc,7d8bc814a,7cb99e265,938b6d859,3d3eee32d,1,Grandmaster,Cold,k,S,XI,1,11,1
275,1,0,1,F,N,Blue,Trapezoid,Axolotl,Russia,Theremin,2e7f4d636,efa38c99d,009a419af,87e4cd335,9f0110647,1,Novice,Lava Hot,d,B,dN,1,2,0
276,1,1,0,T,Y,Red,Trapezoid,Axolotl,China,Bassoon,66669a44f,74e0be86d,6af6214b1,d0ead99a4,8a08a8782,1,Grandmaster,Boiling Hot,e,T,us,1,11,0
277,0,0,0,T,Y,Green,Star,Lion,Canada,Oboe,dbfb714a4,20dc501c6,7c71e775e,b9023027b,8022f9312,1,Contributor,Boiling Hot,j,P,qP,3,8,0
278,0,0,0,T,N,Green,Square,Axolotl,Russia,Oboe,baab29d3d,f461f837c,9d6653dde,59ea7317d,8c4842749,1,Expert,Warm,h,L,Gb,4,7,0
279,1,0,1,T,N,Green,Square,Hamster,Finland,Theremin,bd7740b93,882ce2ad7,12b92841d,4949bdfb3,0d483ea49,1,Novice,Boiling Hot,d,K,NV,4,2,0
280,0,0,0,F,N,Red,Star,Dog,India,Oboe,6cd0619e0,cebefe5b5,080f75dce,dddd242ad,98bbe18e2,1,Contributor,Freezing,g,F,tP,5,9,1
281,0,0,1,F,Y,Green,Trapezoid,Dog,Costa Rica,Piano,640e1fdd5,0302f1ffc,b0304151b,89d396920,7650da40c,2,Contributor,Freezing,f,T,CZ,2,3,0
282,0,1,0,T,N,Blue,Circle,Cat,India,Oboe,524b3f349,5c4ee13e3,29295065b,00405ddc2,ed60e5353,3,Novice,Freezing,k,U,bF,3,2,1
283,0,0,0,F,Y,Blue,Polygon,Cat,Costa Rica,Bassoon,0dee9b39a,0b23e3352,13b9cdf40,6abe4c429,04c44a0d6,1,Contributor,Freezing,f,L,sV,4,1,0
284,0,0,0,F,N,Green,Square,Lion,Costa Rica,Bassoon,81f9d3312,c79a72c72,3b3e2fcd8,f91f3b1ee,a16b1d8cd,1,Master,Freezing,l,G,uS,2,2,0
285,0,1,1,F,N,Green,Star,Cat,China,Piano,60a44c8f4,8fec7bc42,5387ed7d2,34cba6dfb,fefabaf8b,1,Contributor,Cold,h,I,YC,2,2,0
286,1,0,1,T,Y,Red,Polygon,Snake,China,Piano,dbfb714a4,c73e4dfe1,695001688,4b7ec4f76,03c62e68b,1,Contributor,Hot,j,L,xy,7,4,0
